,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1629779946049,,,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.",208,[],0,,5,30,0.75,1,0,1,0
1,text-insert,user,1629779982461,"{'ops': [{'retain': 208}, {'insert': '\n'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.
",208,[],0,,5,30,0.75,1,0,1,1
2,text-insert,user,1629779984057,"{'ops': [{'retain': 209}, {'insert': '\n'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

",209,[],0,,5,30,0.75,1,0,1,2
3,text-insert,user,1629779984481,"{'ops': [{'retain': 210}, {'insert': 'Y'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

Y",211,[],0,,5,30,0.75,1,0,1,3
4,text-insert,user,1629779984670,"{'ops': [{'retain': 211}, {'insert': 'o'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

Yo",212,[],0,,5,30,0.75,1,0,1,4
5,text-insert,user,1629779984758,"{'ops': [{'retain': 212}, {'insert': ' '}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

Yo ",213,[],0,,5,30,0.75,1,0,1,5
6,text-delete,user,1629779985370,"{'ops': [{'retain': 212}, {'delete': 1}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

Yo",212,[],0,,5,30,0.75,1,0,1,6
7,text-insert,user,1629779985810,"{'ops': [{'retain': 212}, {'insert': 'u'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You",213,[],0,,5,30,0.75,1,0,1,7
8,text-insert,user,1629779985891,"{'ops': [{'retain': 213}, {'insert': ' '}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You ",214,[],0,,5,30,0.75,1,0,1,8
9,text-insert,user,1629779986119,"{'ops': [{'retain': 214}, {'insert': 'l'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You l",215,[],0,,5,30,0.75,1,0,1,9
10,text-insert,user,1629779986301,"{'ops': [{'retain': 215}, {'insert': 'o'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You lo",216,[],0,,5,30,0.75,1,0,1,10
11,text-insert,user,1629779986432,"{'ops': [{'retain': 216}, {'insert': 'o'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You loo",217,[],0,,5,30,0.75,1,0,1,11
12,text-insert,user,1629779986599,"{'ops': [{'retain': 217}, {'insert': 'k'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look",218,[],0,,5,30,0.75,1,0,1,12
13,text-insert,user,1629779986665,"{'ops': [{'retain': 218}, {'insert': ' '}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look ",219,[],0,,5,30,0.75,1,0,1,13
14,text-insert,user,1629779986978,"{'ops': [{'retain': 219}, {'insert': 'l'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look l",220,[],0,,5,30,0.75,1,0,1,14
15,text-insert,user,1629779987073,"{'ops': [{'retain': 220}, {'insert': 'e'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look le",221,[],0,,5,30,0.75,1,0,1,15
16,text-insert,user,1629779987212,"{'ops': [{'retain': 221}, {'insert': 'f'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look lef",222,[],0,,5,30,0.75,1,0,1,16
17,text-insert,user,1629779987387,"{'ops': [{'retain': 222}, {'insert': 't'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left",223,[],0,,5,30,0.75,1,0,1,17
18,text-insert,user,1629779987474,"{'ops': [{'retain': 223}, {'insert': ' '}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left ",224,[],0,,5,30,0.75,1,0,1,18
19,text-insert,user,1629779987603,"{'ops': [{'retain': 224}, {'insert': 'a'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left a",225,[],0,,5,30,0.75,1,0,1,19
20,text-insert,user,1629779987721,"{'ops': [{'retain': 225}, {'insert': 'n'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left an",226,[],0,,5,30,0.75,1,0,1,20
21,text-insert,user,1629779987805,"{'ops': [{'retain': 226}, {'insert': 'd'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left and",227,[],0,,5,30,0.75,1,0,1,21
22,text-insert,user,1629779987894,"{'ops': [{'retain': 227}, {'insert': ' '}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left and ",228,[],0,,5,30,0.75,1,0,1,22
23,text-insert,user,1629779987961,"{'ops': [{'retain': 228}, {'insert': 'r'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left and r",229,[],0,,5,30,0.75,1,0,1,23
24,text-insert,user,1629779988087,"{'ops': [{'retain': 229}, {'insert': 'i'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left and ri",230,[],0,,5,30,0.75,1,0,1,24
25,text-insert,user,1629779988191,"{'ops': [{'retain': 230}, {'insert': 'g'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left and rig",231,[],0,,5,30,0.75,1,0,1,25
26,text-insert,user,1629779988361,"{'ops': [{'retain': 231}, {'insert': 'h'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left and righ",232,[],0,,5,30,0.75,1,0,1,26
27,text-insert,user,1629779988540,"{'ops': [{'retain': 232}, {'insert': 't'}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left and right",233,[],0,,5,30,0.75,1,0,1,27
28,text-delete,user,1629779989716,"{'ops': [{'retain': 232}, {'delete': 1}]}",,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen.

You look left and righ",232,[],0,,5,30,0.75,1,0,1,28
