,eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
0,system-initialize,api,1629961954494,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly.",89,[],0,,5,30,0.75,1,0,1,0
1,text-insert,user,1629961956467,"{'ops': [{'retain': 89}, {'insert': ' '}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,,5,30,0.75,1,0,1,1
2,suggestion-get,user,1629961996168,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,,5,30,0.75,1,0,1,2
3,suggestion-open,api,1629961998124,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,"[{'index': 0, 'original': 'The real ""#1 Dad"" mug becomes the newest rank, and is given to David Puddy, who is surprised and doesn\'t know how it happened', 'trimmed': 'The real ""#1 Dad"" mug becomes the newest rank, and is given to David Puddy, who is surprised and doesn\'t know how it happened', 'probability': 2.516766102691236e-29}, {'index': 1, 'original': 'Homer, naturally, is at the very bottom of the list.', 'trimmed': 'Homer, naturally, is at the very bottom of the list.', 'probability': 2.0692006175437238e-16}, {'index': 2, 'original': ""\n\nTheoretically, the amount of research and money put into this project by some of the world's most sophisticated technology companies could be used to"", 'trimmed': ""Theoretically, the amount of research and money put into this project by some of the world's most sophisticated technology companies could be used to"", 'probability': 9.719766592058954e-28}, {'index': 3, 'original': ""\n\nDad and Mom have a fight, but it doesn't last long."", 'trimmed': ""Dad and Mom have a fight, but it doesn't last long."", 'probability': 6.020452874860215e-27}, {'index': 4, 'original': ""They're all tied for first place."", 'trimmed': ""They're all tied for first place."", 'probability': 5.294385820004702e-18}]",0,,5,30,0.75,1,0,1,3
4,suggestion-hover,user,1629961998945,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,4,5,30,0.75,1,0,1,4
5,suggestion-hover,user,1629961999227,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,3,5,30,0.75,1,0,1,5
6,suggestion-hover,user,1629961999627,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,2,5,30,0.75,1,0,1,6
7,suggestion-hover,user,1629962001675,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,3,5,30,0.75,1,0,1,7
8,suggestion-hover,user,1629962003623,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,4,5,30,0.75,1,0,1,8
9,text-insert,user,1629962006970,"{'ops': [{'retain': 90}, {'attributes': {'link': 'http://writingwithai.glitch.me/?access_code=35e1bd26326c44868fe2968fc260c644#'}, 'insert': ""They're all tied for first place.""}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. They're all tied for first place.",90,[],0,4,5,30,0.75,1,0,1,9
10,suggestion-close,user,1629962007613,,,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. They're all tied for first place.",90,[],0,4,5,30,0.75,1,0,1,10
11,cursor-forward,user,1629962007623,,"{'index': 123, 'length': 0}","All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. They're all tied for first place.",123,[],0,4,5,30,0.75,1,0,1,11
12,cursor-backward,user,1629962008720,,"{'index': 90, 'length': 0}","All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. They're all tied for first place.",90,[],0,4,5,30,0.75,1,0,1,12
13,cursor-select,user,1629962009773,,"{'index': 90, 'length': 33}","All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. They're all tied for first place.",90,[],0,4,5,30,0.75,1,0,1,13
14,text-delete,user,1629962009831,"{'ops': [{'retain': 90}, {'delete': 33}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly. ",90,[],0,4,5,30,0.75,1,0,1,14
15,text-insert,user,1629962010347,"{'ops': [{'retain': 90}, {'insert': ' '}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly.  ",91,[],0,4,5,30,0.75,1,0,1,15
16,text-insert,user,1629962010501,"{'ops': [{'retain': 91}, {'insert': 'T'}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly.  T",92,[],0,4,5,30,0.75,1,0,1,16
17,text-delete,user,1629962010766,"{'ops': [{'retain': 91}, {'delete': 1}]}",,"All of the ""#1 Dad"" mugs in the world change to show the actual ranking of Dads suddenly.  ",91,[],0,4,5,30,0.75,1,0,1,17
